"target_id","exp_cnt","click_cnt","image_text_price",
"37159956-0c56-446d-8c92-6b85e15b4199000","32","2","40.0000",
"37300665-d1af-4010-aa66-2d0752f7219a000","21","5","30.0000",
"37c63476-2614-4003-a1ef-9cc5c0dd181a000","16","1","",
"38663afa-7259-428c-830c-772c83368eb2000","19","2","",
"38df1f5d-5b67-4295-967f-18785cdaefdb000","11","","30.0000",
"3906913d-fad9-4ce8-acd4-517d7449b0f6000","121","4","60.0000",
"398fce82-b708-4751-a24d-eca4c908dc6e000","5764","469","200.0000",
"39956868-dca9-4bfb-acc3-f45245cde021000","157","6","20.0000",
"3a0adf46-c7df-471a-88d6-c5dbf7b05428000","90","","200.0000",
"3aab404c-ecfe-4a40-9377-230c9846fe9a000","83","2","30.0000",
"3b67746f-5610-4096-bcdb-4676f0f3c11d000","62","1","40.0000",
"3bde08c0-1b98-4308-98c6-b706e7e09e6a000","23","","30.0000",
"3d1ceab6-e95f-4ebd-897e-c0a4bef71745000","13","","30.0000",
"3d3446e7-89ea-4fb4-bb34-b205c9d9be2e000","13","","50.0000",
"3e70f541-b103-48ac-89f1-767c490dcc68000","83","3","20.0000",
"3e8936c1-b5d8-472d-9b66-1fca9c349833000","106","","20.0000",
"3f5447fc-a569-4320-b7aa-a6f21fe4046a000","27","","12.0000",
"404d3066-a30f-44c9-a501-eec6b9832184000","23","","",
"4201fc85-4b27-412c-9d1f-3855d7076cda000","11","","20.0000",
"42ac550b-f50a-41eb-b25a-9aab2c242f59000","812","78","288.0000",
"432b8ced-c355-483f-9915-857391c1c644000","19","1","20.0000",
"43e77175-0dde-4cb8-a91c-a04e28453ddb000","58","2","20.0000",
"43ebe8fa-e828-49fa-bdec-5e26394be35a000","25","4","30.0000",
"4583c8b9-5ee7-47e1-8dab-0cb66f4b5349000","12","3","",
"45e5072d-8f18-4016-a3c7-0bb928bed6a9000","350","16","20.0000",
"46549057-6dd6-40bd-9816-6c8a4f424c61000","33","1","25.0000",
"46a17cda-c8d1-4f33-a3a0-af356296e503000","11","","20.0000",
"46d1bc88-aff8-4e45-871e-a917a54fda0f000","759","79","50.0000",
"470acaa6-a633-4ec7-8b3a-61018ee3fe9e000","12","1","30.0000",
"48e38b0f-d1e9-434d-954c-0335b2bbb147000","60","","30.0000",
"4a57a79b-245d-4953-aaa6-d93a80548199000","392","9","50.0000",
"4d08bf2f-f441-4846-afe1-2cb47b51d5ba000","672","27","30.0000",
"4d4ade35-eda8-4ff6-a0ca-77b8cea2ba46000","32","","20.0000",
"4d7fbd5e-64df-4d1f-bc1f-505d5445acec000","198","8","20.0000",
"4d906822-1d8e-48a4-bf54-180b717bd87d000","69","4","30.0000",
"4dde8a32-3c8e-48d3-8d16-579789f458aa000","16","","30.0000",
"4e40c6d1-ba9d-4879-b3f9-c3ccec2be2a9000","27","1","100.0000",
"4f86dc82-3fc4-44ee-bf05-a37923f1c346000","13","","",
"50afe537-605f-4ce3-910b-cfe5987adf09000","104","4","20.0000",
"51e2b2e3-8f8f-4da7-a490-af6ec23dae00000","18","","50.0000",
"52f40865-2b27-4b81-8f2a-e783cec4b92b000","100","1","",
"53321cc2-ae10-4e85-b432-c3c406828e12000","33","","100.0000",
"53e41fa3-1211-4407-b085-1ce4cf1273b7000","11","","",
"54512d08-c09f-4043-bcba-f532cc453883000","137","4","50.0000",
"5486c757-4ea5-4467-ad87-0598317d4511000","37","4","99.0000",
"54b67715-73df-44a8-abc8-f26e77a27366000","48","2","60.0000",
"552e0c8b-6f0e-492c-bc4b-adfeb1862a9a000","2623","103","158.0000",
"5647a361-b72b-4e66-9654-ab1925ae5fe2000","91","6","15.0000",
"56d01aba-7ef4-499a-98a3-8f6c58d30551000","30","4","20.0000",
"56fb1486-feba-4108-bc81-396041cddc14000","152","22","30.0000",
"5723e3d6-814d-4cb0-88ea-e4bad99786d8000","15","","",
"57812f97-cb4f-40f8-a38c-4a0ef41164d4000","48","","30.0000",
"57acdcbc-c3c4-4977-9210-139c92759c6e000","94","5","100.0000",
"57bb5f92-53ec-48a7-8889-b0dcafe4379d000","3670","222","100.0000",
"57bcad14-4f07-4547-81a2-bdef72249e6f000","153","5","",
"598ff0f2-135f-4835-917b-9b22a6465174000","16","","",
"59b79936-51e7-42d6-8c73-505339d4a0c9000","18","","",
"59c92ac0-354b-42e3-bbca-a7f057f50299000","21","1","20.0000",
"59f1fe43-1af3-4fe5-ab09-f3d3e7aef769000","12","1","",
"5a22369b-3d3e-4081-ad5d-d1f404cf1d87000","45","","",
"5a2931ef-3be4-4521-8588-e1d09ed72fcd000","14","","30.0000",
"5a8533ff-5630-47fb-bb19-f6648a1d4b35000","262","26","20.0000",
"5ab5b37e-095e-4e1a-9e1e-51a81500ec5b000","37","","",
"5b3fda79-13fc-4f1a-a5ae-3a7886a0bb63000","346","12","128.0000",
"5b86cc04-70bd-4074-a92b-14c78c978be3000","47","","20.0000",
"5c4c3544-0614-45df-82d9-4195fd9943a3000","15","","30.0000",
"5c8c8dac-40a0-46c3-829c-18bb6515e0ed000","42","2","20.0000",
"5ddcb1a2-155c-471f-aaa7-1bbfc5a7c4fe000","37","","30.0000",
"5dee72ef-2031-461c-8fa7-eca1c8287cc8000","33","","30.0000",
"608df1a1-2b90-4af9-9738-c1f4e51960af000","20","","60.0000",
"60aeb166-2f84-4c39-83a2-c30edad87436000","134","2","30.0000",
"611e17dd-5971-464f-9036-af5102a2665e000","285","8","20.0000",
"61ba9029-e2b6-4d41-be13-cf65b21e7918000","25","","60.0000",
"6227aa04-2a43-4e7d-9f7f-e8da9ba439ea000","392","11","30.0000",
"625fcd58-83fa-4209-bd63-91141db035a2000","62","1","20.0000",
"62c858be-33fd-46fe-bb37-b8a05b40d719000","26","","30.0000",
"63883e23-904d-468f-90ea-ca957c369d08000","272","19","50.0000",
"6393c60b-db32-48c3-ad61-311f952d6e71000","1016","32","20.0000",
"63d25c01-3aa4-4595-80f6-e69a635ab81c000","12","1","10.0000",
"63ff9339-27fb-4b80-b5e3-2561f1a069ef000","63","5","39.0000",
"6466f695-226b-4db7-b858-8cab339c5db5000","11","","",
"655486b2-9004-4b7c-8cb6-649df2d2c596000","148","1","10.0000",
"6628b626-b257-4662-9358-1d71b4640a55000","85","3","100.0000",
"6687aa23-7d58-4775-8065-375c55b396e7000","57","3","15.0000",
"66edfb64-9064-423e-a462-72ee6eb8c6b9000","78","2","99.0000",
"6704223f-07d4-48fa-894d-482b7a668c9f000","12","","5.0000",
"67b0e691-3a33-438c-b303-eaa599321e48000","45","1","50.0000",
"67b793f1-c4a3-46bd-8af7-1e6185081dc4000","328","27","30.0000",
"6929840c-729f-4c20-94bb-d5c2b45a0b23000","47","2","30.0000",
"69757198-ff4a-43a8-8872-da89f2eae075000","21","4","10.0000",
"69ce07df-a85a-4e32-8a36-bcd27903b8c0000","211","8","30.0000",
"6a832b82-0727-4874-8435-97b9c98d2761000","991","45","20.0000",
"6ab48fd9-d0ed-4d42-8208-22f0257aa1ae000","12","1","",
"6af50610-802d-405b-bc4f-415c224dbcd1000","129","11","20.0000",
"6bd133cf-b57f-43b1-865a-21d8efbc60e1000","20","1","30.0000",
"6bdc26c7-2084-4a08-a2c3-13450b37b906000","370","35","80.0000",
"6c5e27d8-7710-4c05-a6d8-6fc2cca4711c000","13","1","",
"6da96e6f-33ec-4590-b47b-4e3d8f4b8eec000","139","10","50.0000",
"6ddf09d8-8847-43c0-a480-bed3b1d9bd4d000","207","163","200.0000",
"6e70a3bd-1520-11e7-a258-f98ed89254eb000","21","","",
"6eee00da-c1b5-498a-ae9f-55ae812f159f000","71","2","",
"6ef1d6d3-cfe1-43c0-9e88-89dd8230adaa000","44","","35.0000",
"6f4c4d59-d502-4192-97c0-ab7f36100c1e000","64","5","150.0000",
"70bcdc2d-db27-4387-8e60-8c32bccd785f000","12","1","25.0000",
"70d181bf-5511-4d2a-9c32-7a47b7967846000","61","5","30.0000",
"7135f643-2b8f-430a-ac01-471108234ada000","12","","25.0000",
"72580aee-4801-4211-a289-a302c4e40811000","642","8","20.0000",
"73613703-a67c-449a-8307-63820a8c299d000","16","2","50.0000",
"736fabde-5f0c-498c-9fa7-56b8cfd33c2d000","1007","48","20.0000",
"73af16de-1a7b-46e6-b4a6-1ace91031a3a000","98","8","0.0000",
"73e51f49-ef4c-4b90-afb0-39877ac21b75000","312","9","19.0000",
"741b7e7b-688b-4c7d-8d2f-d4d5d1f5c4d1000","19","","20.0000",
"747d34d6-f8cd-4685-9059-157856a8690e000","40","1","20.0000",
"74805047-ebda-46c9-b51c-fddab3b36ec3000","13","2","30.0000",
"74f52f0d-a34c-4e5d-bf4c-fbf84da35f3a000","27","","20.0000",
"754fe878-9258-4efe-8210-a404dfd3e6fe000","20","1","15.0000",
"7559b844-1794-438e-b45e-f1f1b645ff81000","34","2","128.0000",
"75bd93e8-f0cc-4765-babf-3c9257155320000","2139","94","100.0000",
"764f0393-5f70-42ad-8c4b-24a00da157a4000","43","2","100.0000",
"76a4a9fb-87b2-462c-b0d3-1a9d311df0b0000","20","","30.0000",
"77999581-2f78-4811-a0fa-43b03b2fb480000","14","","30.0000",
"77a50597-bf3a-4777-ab63-1e9e7120d0e7000","20","","30.0000",
"77f9bed0-a73b-4c5e-a1bf-28c84e63b910000","229","25","20.0000",
"78eafec4-9691-47e4-97c5-c684cc4ce200000","20","","20.0000",
"78fb416a-9a7c-4b4b-95ef-35a8744e3b95000","11","","",
"793facd0-d4a5-458e-a0cb-d7693add2562000","45","","30.0000",
"795fab47-c229-4c2c-b5bc-ef8b1c01a455000","36","","60.0000",
"7ad25b2d-e2d8-465c-ba9b-39c62f359b4f000","71","1","10.0000",
"7bd9cc4a-7839-4a97-a786-1cf7927046ff000","72","1","30.0000",
"7bdeb7d7-6154-4004-84d4-13532f762381000","12","","30.0000",
"7c732c9b-b91e-44b6-8302-80cd7a95e17b000","3165","79","30.0000",
"7c9e20f5-114a-4dcd-940a-fedae4b35da8000","20","","30.0000",
"7ca46beb-8218-4a0b-b53b-065c4601bb44000","86","2","30.0000",
"7cdb2ece-b5c0-4c96-b64d-b05b9018f9d1000","84","3","",
"7d0b236d-39f2-4667-b6a2-f449b668ef4e000","119","15","150.0000",
"7d32d740-0328-49fe-ac00-d46daa087304000","19","1","50.0000",
"7d75c5ad-6871-41c9-9177-f5b23d9289ef000","11","","",
"7de7f71e-81d8-4fe5-bb6f-f09707ab3a5c000","169","8","30.0000",
"7f13b076-0c08-4e05-9e6e-7311339f2128000","452","43","79.0000",
"7f1680b2-a8ae-43b3-b361-9632976f12f5000","48","","60.0000",
"7f27ad88-1f64-478f-b0d9-f18fabc7c658000","93","5","30.0000",
"7fe0f4cc-e0b8-4a91-9feb-11a6c2dbc758000","49","2","40.0000",
"80022ba0-0b7b-47ab-b383-8eeba3e862a3000","790","59","500.0000",
"8023d9c2-4af3-4212-9db9-cb3c6bad3405000","19","1","1.0000",
"8102c934-a660-45b1-b6e8-7f1f7efc7924000","32","","60.0000",
"815764e7-dc3e-4ec6-a6ae-f9c5058a7fd0000","80","1","30.0000",
"81fb8e75-258e-4afe-8747-8f9dbfa3b197000","25","","10.0000",
"81ff566f-1c00-4720-97ff-e92efc4cfd20000","33","2","20.0000",
"830a4b37-65b2-4bd8-aeb8-4769f093ebb7000","11797","571","150.0000",
"83443383-1004-4a1c-b237-a6f3cd02a1b3000","12","","",
"840cf4c1-80c5-430d-92c4-cca8204c0dd5000","4066","188","200.0000",
"84f64f06-d14c-4d0a-8b90-6f203f6d0196000","124","2","50.0000",
"853d44ad-dc52-449a-8e5e-eb7a2ad8893f000","31","2","30.0000",
"87ecf2ad-031b-4d5b-8d56-b61972b521c1000","11","3","100.0000",
"887d338f-8df1-4230-8802-ffe5c557374f000","27","","20.0000",
"89f178d2-333f-403f-8ff6-420da11999c7000","42","","20.0000",
"8a70367b-faf9-4fb7-9d52-7553e37ddd60000","24","","5.0000",
"8d0ab8ce-1137-4b59-8989-633977a7e7c4000","11","","",
"8d8c188b-297b-474b-b1c3-4739d09d9d31000","1080","133","75.0000",
"8de033e7-6ce2-42b8-8bb5-ed5cd5d1d096000","558","43","200.0000",
"8e1d6c67-d112-4deb-9cb6-45a02d4107dc000","307","8","500.0000",
"8e78cc04-43db-49da-9e41-82532fa5fa79000","14","","30.0000",
"8f0c46e3-439b-4697-8218-452cb59edb7a000","12","1","",
"8f6c44f3-0e31-4a5c-a840-e4ef39aea841000","18","","20.0000",
"8fdb85cd-a582-4b96-be13-bd75098788ae000","13","","80.0000",
"9092d594-c9a2-4df6-92b4-f9a3543bac08000","25","1","30.0000",
"915d8b78-88e3-4be3-9e36-a8782ab4a19f000","299","84","150.0000",
"91810e86-d0c9-4f66-8500-94b7f3db42a6000","243","3","",
"924a0a27-c61b-4996-b784-7c6f169d1b96000","26","","30.0000",
"9276ee39-4c3a-4083-a89e-5fc04736cf92000","138","4","50.0000",
"92bfa11a-8889-42db-88a1-0a3fe8e8d251000","695","4","20.0000",
"93729839-658a-45a3-8a1f-9dcc1fd834d5000","26","","",
"94fa28c6-c720-11e1-913c-5cf9dd2e7135000","156","14","100.0000",
"950845b6-c720-11e1-913c-5cf9dd2e7135000","64","5","40.0000",
"9528e76b-c720-11e1-913c-5cf9dd2e7135000","23","3","60.0000",
"9532a79b-c720-11e1-913c-5cf9dd2e7135000","226","16","50.0000",
"953ee079-c720-11e1-913c-5cf9dd2e7135000","348","47","30.0000",
"9543f61d-9e48-4cbc-894f-34506c841fd6000","21","","30.0000",
"9550ac25-c720-11e1-913c-5cf9dd2e7135000","99","6","50.0000",
"955507e8-c720-11e1-913c-5cf9dd2e7135000","70","1","45.0000",
"955e1e1a-c720-11e1-913c-5cf9dd2e7135000","13","","30.0000",
"9569939c-c720-11e1-913c-5cf9dd2e7135000","69","1","200.0000",
"957a932b-c720-11e1-913c-5cf9dd2e7135000","29","2","50.0000",
"957c2f6e-c720-11e1-913c-5cf9dd2e7135000","505","55","200.0000",
"957c5a51-c720-11e1-913c-5cf9dd2e7135000","18","","30.0000",
"957cae97-bb87-43a6-8c4a-fd6fc2c755eb000","26","1","20.0000",
"957d8b61-c720-11e1-913c-5cf9dd2e7135000","107","5","50.0000",
"9588e54d-c720-11e1-913c-5cf9dd2e7135000","18","","50.0000",
"9591cbec-c720-11e1-913c-5cf9dd2e7135000","35","1","30.0000",
"9598db92-c720-11e1-913c-5cf9dd2e7135000","17","","100.0000",
"959f913d-c720-11e1-913c-5cf9dd2e7135000","15","7","60.0000",
"95a5d968-c720-11e1-913c-5cf9dd2e7135000","12","","50.0000",
"95b3e7e1-c720-11e1-913c-5cf9dd2e7135000","20","","200.0000",
"95cf442d-c720-11e1-913c-5cf9dd2e7135000","58","3","70.0000",
"95e516be-c720-11e1-913c-5cf9dd2e7135000","777","78","100.0000",
"95e6a83e-c720-11e1-913c-5cf9dd2e7135000","15","","100.0000",
"961073b2-c720-11e1-913c-5cf9dd2e7135000","19","","20.0000",
"9614cc30-c720-11e1-913c-5cf9dd2e7135000","72","","59.0000",
"9634e7a4-c720-11e1-913c-5cf9dd2e7135000","17","","",
"9638fcdd-c720-11e1-913c-5cf9dd2e7135000","35","2","80.0000",
"9642bd74-c720-11e1-913c-5cf9dd2e7135000","134","10","60.0000",
"96465525-c720-11e1-913c-5cf9dd2e7135000","290","11","30.0000",
"96774333-c720-11e1-913c-5cf9dd2e7135000","67","2","25.0000",
"9696e81b-c720-11e1-913c-5cf9dd2e7135000","71","2","50.0000",
"969e70c0-c720-11e1-913c-5cf9dd2e7135000","36","1","100.0000",
"96a711cc-c720-11e1-913c-5cf9dd2e7135000","151","2","50.0000",
"96badef8-c720-11e1-913c-5cf9dd2e7135000","43","3","60.0000",
"96cbb0b8-c720-11e1-913c-5cf9dd2e7135000","64","9","",
"96d13339-c720-11e1-913c-5cf9dd2e7135000","25","1","",
"96de9f11-c720-11e1-913c-5cf9dd2e7135000","130","9","150.0000",
"96df6e5a-a52e-4680-95e5-d71dbb95cbfc000","21","","",
"96e0cb05-c720-11e1-913c-5cf9dd2e7135000","18","1","50.0000",
"96eba7f8-c720-11e1-913c-5cf9dd2e7135000","31","","90.0000",
"96f71c0a-9e46-463a-8db5-ca9efa7dd006000","15","2","30.0000",
"97012afc-c720-11e1-913c-5cf9dd2e7135000","855","25","30.0000",
"97146367-c720-11e1-913c-5cf9dd2e7135000","37","1","50.0000",
"971c9d42-c720-11e1-913c-5cf9dd2e7135000","15","2","50.0000",
"9763847d-c720-11e1-913c-5cf9dd2e7135000","503","35","50.0000",
"97659d64-c720-11e1-913c-5cf9dd2e7135000","358","35","180.0000",
"9765bf72-c720-11e1-913c-5cf9dd2e7135000","274","9","100.0000",
"97969122-c720-11e1-913c-5cf9dd2e7135000","11","","30.0000",
"9797d212-c720-11e1-913c-5cf9dd2e7135000","14","1","50.0000",
"979b8f92-c720-11e1-913c-5cf9dd2e7135000","584","15","39.0000",
"97a6fd7d-c720-11e1-913c-5cf9dd2e7135000","200","19","599.0000",
"97b57e7b-1f05-4fde-98a1-5925f04b54b9000","14","","",
"97cbdbd2-4fdf-43fe-9fb0-8881b0ebcba9000","32","","20.0000",
"97cf4972-20c6-4134-8bdf-1821e2622a87000","15","","30.0000",
"9a1035d6-b417-47f7-9998-6ab77c85399b000","22","1","10.0000",
"9a3213f6-d944-48cd-b18f-5828ad239dda000","1385","56","200.0000",
"9a6999c8-cd40-407d-8e00-166826284edc000","665","21","20.0000",
"9ae06a94-d09c-4344-84eb-826b75652c1c000","21","","",
"9b2c5702-4cbd-4682-b716-b34dc02b861f000","19","","",
"9b464bd2-10e8-4dd6-8b00-8c3e39e07db4000","10573","309","20.0000",
"9b7d43ca-a84e-4174-86e3-1135ea14a5d2000","54","","10.0000",
"9c16ca24-1c64-4ff7-9685-48e916dd5820000","2321","146","300.0000",
"9d1a3557-6402-4f18-be86-ae942a243535000","114","5","30.0000",
"9d6a6814-50c7-448e-968b-9b9b445e8f9a000","73","6","80.0000",
"9d71e3b6-9821-4ac3-baf3-016c7494f1bd000","45","","20.0000",
"9d7f0faf-43fe-441c-a19b-4d14bece3960000","328","10","30.0000",
"9ee81af6-a5f7-44b0-b4ec-f3aa65f7c5c6000","442","17","29.0000",
"9f196493-3200-49e5-91d0-0063c3a53907000","632","34","25.0000",
"ED26165FB4665154E040A8C00F0124FE000","172","13","30.0000",
"ED26165FB98C5154E040A8C00F0124FE000","44","1","30.0000",
"a01513f1-9446-4f52-831a-608626299039000","15","","",
"a0337afb-ab76-4700-9fa5-4315f90d17df000","195","14","30.0000",
"a03e98d5-6ce4-45eb-9865-74bb3e765bbc000","757","21","16.0000",
"a0acddcc-3233-495d-a428-eebe12a7fc23000","18","","",
"a12100cc-fe27-4a50-ace2-b75d96014e5d000","12","","20.0000",
"a16ee3f2-8c7c-47c1-b5c1-d4e610ce7305000","75","","",
"a2263f19-d2ee-496e-9281-9b7ede57063f000","259","43","100.0000",
"a2eb271c-e73e-4d14-b62f-727c130df2cf000","12","","60.0000",
"a2f5b68f-7a29-4372-94c8-90d0e74d1938000","13","","",
"a318fea3-1de0-4fdd-80cf-73b3bd5a02bd000","1145","43","20.0000",
"a46198c1-4619-40f9-954e-78fd18ac73b0000","39","","",
"a512a44c-c414-4308-af02-935ea49c5276000","27","","",
"a5138e3a-8719-4570-85bf-2df0ac378c91000","223","2","30.0000",
"a563fddc-c2ce-4234-b02c-20e94f4db11e000","53","3","5.0000",
"a64ac30b-f914-4540-89ee-4b211a5f3efb000","660","31","30.0000",
"a67cd5b4-f153-4167-bd75-91cc1670ccc6000","64","5","20.0000",
"a6b901fe-8260-4312-8f4f-02eb556f6ce0000","16","2","50.0000",
"a76a7dda-e105-4dd9-bf51-eda49f848f38000","129","9","30.0000",
"a7e64b97-8a2f-48bc-b9bc-400a43ceb1e8000","34","2","",
"a814bde7-4aa7-46cb-b414-7c5d7c55001a000","54","","20.0000",
"a826be5f-d6c6-45e1-85d3-cbf38900ada7000","804","69","70.0000",
"a8b84a50-491a-4fed-a178-dfa228d83db1000","183","3","30.0000",
"a8e26da6-e2cd-41ea-b9f3-ab614f16dee7000","64","","100.0000",
"a8ee7828-1c4d-47f0-bbc9-ee6d541a22ed000","404","18","50.0000",
"a8f11b7c-95f4-4359-a038-73ba7faead98000","175","9","30.0000",
"a9165fd7-e3b1-4600-b6da-6b3db172c263000","197","3","20.0000",
"a9740f8a-bb4c-4a95-bf78-98923a6a0594000","896","22","40.0000",
"aa637ade-0365-494a-925e-38d04fe3e9bf000","20","","25.0000",
"abfb7e88-2995-4fd8-a6d4-7b435317525b000","36","1","10.0000",
"ac38374d-7d03-421e-89a0-84a74d3f958c000","24","","20.0000",
"ac3a7f05-55af-4eef-b3dd-0b4d8b97f858000","51","","",
"ad15c7f9-1c66-4cf3-9b89-06856ad3d58c000","89","3","30.0000",
"ae47e635-9330-4c65-aae9-5ee9d14e9356000","2167","202","150.0000",
"ae9038fd-7d6f-4f55-9097-f1b4fa1571b2000","162","9","50.0000",
"ae9a828c-795f-4158-b92d-37ad3ab9fb53000","15","2","59.0000",
"aefff6c0-d2ed-497d-b034-89cc74790357000","73","2","",
"aff8ca84-d092-4356-82a4-8811fbd3768c000","43","1","20.0000",
"b00ab0a4-a3f6-4c5c-99ab-9c2dd1c420e0000","1004","33","100.0000",
"b03bf59d-2dcd-4b5e-92fe-b5f813beba16000","43","1","100.0000",
"b08f800e-49a0-4025-9905-b5139f0c9c83000","16","","100.0000",
"b19482c1-e3e6-4f7a-b085-eeebfa84d9b1000","69","","5.0000",
"b32fb518-3d33-4763-956c-dc577760f62c000","26","","",
"b3ce7697-7abf-4c95-a96b-2af7bd8a84b3000","69","4","5.0000",
"b4f5b824-233c-4b57-98fc-60c9e48ab33a000","75","2","30.0000",
"b5b53e92-8d81-428e-a684-d308cbf780d7000","44","2","30.0000",
"b64748dc-e775-4fba-8bc6-9a798fd4f98d000","149","10","20.0000",
"b74da982-29f3-4793-9b65-e2f68eb22183000","82","3","50.0000",
"b81d7b88-805e-4799-9e71-0e97519c7c20000","548","11","50.0000",
"b853d645-75da-4a4f-8c5a-94c8b6318c26000","15","2","",
"b9035079-a1ed-404b-bfe1-444224bb93f7000","29","","20.0000",
"b909d1b2-c958-4b5f-bba8-519775b6249e000","23","","20.0000",
"b923d7cb-06db-4f42-b312-ed239b0d4f6d000","16","","15.0000",
"b97d4e45-334a-4ce6-b9cc-c3d595c3b40e000","12","2","",
"bb73934c-0f59-4c8b-80d5-a8a692cc3e37000","25","","40.0000",
"bb8364a1-b929-4df1-998c-f7453b6b3603000","13","","30.0000",
"bbcacc8c-1412-4f76-b402-61af13ace5ef000","183","1","60.0000",
"bbe60d75-9ef8-47c4-87ff-33bfd497d72c000","13","","",
"bc1ae789-c629-47f7-a170-74e0941b0572000","18","","50.0000",
"bcb06392-f429-49b0-9e46-35d6a7f96176000","42","2","100.0000",
"bfadab24-4433-43e6-a99a-d42d10bcee44000","102","6","60.0000",
"bfaee63e-3480-42ea-94fd-71639c7740d9000","22","2","20.0000",
"c048f89a-3cb1-49a2-b0e2-e076376a9b6f000","101","3","30.0000",
"c067b9c8-fe47-4996-b663-cbfdabbd3d5c000","21","1","",
"c0937873-9df2-4087-b781-a57c84448d39000","21","","30.0000",
"c0d81415-3a7d-4ad8-8b10-a415956458a5000","10166","387","300.0000",
"c18fc068-dd78-41f3-96cd-194d524e994b000","45","1","10.0000",
"c27e9c51-c264-49e4-8442-4c2688e7e038000","20","3","20.0000",
"c3acbf19-ef78-47b0-a34e-f310ed1c27c1000","22","","15.0000",
"c41b3455-155c-4d63-8559-07f2fba7c16e000","28","","15.0000",
"c50b22e8-277e-4e06-ab45-c56ba87e77dc000","599","33","50.0000",
"c546dc84-966b-4e8b-b35c-269a2cf4a85d000","26","","20.0000",
"c581215a-e072-41c4-b1c8-3b5adbc9cbd6000","14","2","25.0000",
"c5f42be8-434d-40cb-a24c-41c3e4ff220c000","24","6","100.0000",
"c620f109-df51-4e8d-bc99-d1371399f3c4000","225","30","35.0000",
"c6383f4d-055f-460a-ad9b-dc989907d792000","18","2","25.0000",
"c6489f5b-09e1-4914-912f-273836a95ca8000","63","8","30.0000",
"c6a127d8-7c40-44bb-ba85-2679fa0e9a43000","52","2","20.0000",
"c6b58ba1-7b5b-4d89-a7c7-72e01d063b8f000","24","","",
"c71405de-7b73-444b-8d74-822e2c3b6a02000","474","41","50.0000",
"c745412d-af80-48c0-bb27-e512b614dfb9000","25","1","10.0000",
"c7cb204e-508e-4075-99f7-1ea1d5960add000","622","22","80.0000",
"c885bf88-b030-4e86-9544-402aea54ef61000","51","3","5.0000",
"c9061565-9ee3-4896-ba7d-e15e619c8081000","1419","24","50.0000",
"c91f6e85-4883-4a10-8ef6-f1c089c93896000","17","","20.0000",
"c93b0e08-b4d5-4db4-9d49-b7bbfebe1697000","1971","147","30.0000",
"ca0b0b7f-e133-4c4b-a332-23a2c79fb2bd000","11","1","20.0000",
"ca976fbe-cb58-4ce5-88d1-4ac03e983412000","54","5","50.0000",
"cad3c54b-00f0-4ecf-a1b9-d8b17dcad458000","231","10","300.0000",
"cb145b06-7adb-4408-aaa7-cd8b6731c873000","58","1","300.0000",
"cb3b038d-2e43-4d5c-8eab-a23443a5daf1000","21","1","30.0000",
"cb3bdbca-d440-4b55-9ffc-dd779eb28541000","33","3","60.0000",
"cb7a10f5-9b55-48ba-af45-35480ff38c0e000","38","1","50.0000",
"cb7ad63c-1b99-4737-8d32-5c1e99b6aca5000","14","","10.0000",
"cb952e6b-8e77-4e34-9215-3e1aa0708e99000","11","","10.0000",
"cbf5de17-f762-4d3d-9d75-60b743ba7e82000","29","1","6.0000",
"cc27f983-ea69-43c8-8a16-a29e5cc54349000","71","","30.0000",
"cc4e1ad2-f0bd-42ef-a900-2eb834294df4000","230","18","30.0000",
"cc5826ff-37b4-4010-a211-7c70046d8de6000","101","8","20.0000",
"cceab48a-4fe6-44e4-8dd3-e9f0bb7219c1000","14","","20.0000",
"cd753087-c28b-4e37-b404-4be1be41f5e5000","13","2","20.0000",
"ce94dcc8-d06f-4a03-b8d1-954b75535487000","123","4","80.0000",
"d061372b-740f-4d03-9235-e29800aabfb2000","51","","60.0000",
"d0cc4146-0967-4322-9e07-de97a9a048ff000","49","8","30.0000",
"d1a0146a-4487-4ed9-bfdb-db06d0c6eadb000","43","","40.0000",
"d1a9da8d-d5b8-4e0c-8dcb-37f23355417a000","1146","206","200.0000",
"d1d5ad22-6a41-4488-80a3-aa861422e3b6000","15","2","10.0000",
"d359487e-f466-4b1b-8bd0-a6337a44b054000","61","3","5.0000",
"d3dd59cb-ae3e-43ad-b794-fbd4adffd7da000","1735","32","80.0000",
"d4179830-d763-4f61-8f8e-912c6aff02df000","19","1","",
"d48bc497-152c-4082-8594-3dede6ea8064000","11","1","",
"d548b242-91c2-4611-b8e8-f75471ac16f9000","107","28","5.0000",
"d608d0b7-37cc-4b94-b5b5-f9fd966cdf2f000","14","","30.0000",
"d6f5491e-644a-4eb7-96f3-d16dc355d365000","12","","15.0000",
"d7c52c2a-753f-4677-a649-bb0f459f0ae3000","36","1","10.0000",
"d8820daf-8528-48ea-b933-503750074917000","1060","24","20.0000",
"dbe75498-93b7-4cc4-aaf7-c5d44b692b37000","22","","",
"dcd675bb-689c-45ad-92e4-6e5dc2f94d87000","35","3","",
"dddeb7d6-8dc7-4df1-bf09-619f8d3081b6000","129","2","50.0000",
"de0cbd55-5c1a-4912-a8ec-31fd3c55de4d000","107","3","50.0000",
"de37fb0d-ad00-41e5-b275-52ba5ea6b755000","229","7","20.0000",
"de766c67-14d0-4323-a72b-919cfcfd14c7000","12","","20.0000",
"de7709dd-633d-4286-8f86-9da180895917000","16","4","30.0000",
