"target_id","exp_cnt","click_cnt","image_text_price",
"953110e7-c720-11e1-913c-5cf9dd2e7135000","247","14","100.0000",
"953252f7-c720-11e1-913c-5cf9dd2e7135000","28","1","100.0000",
"95331c74-c720-11e1-913c-5cf9dd2e7135000","13","5","0.0000",
"9538b321-c720-11e1-913c-5cf9dd2e7135000","94","9","200.0000",
"953a8d36-c720-11e1-913c-5cf9dd2e7135000","170","11","30.0000",
"953db1e3-c720-11e1-913c-5cf9dd2e7135000","236","14","150.0000",
"953f5bcb-c720-11e1-913c-5cf9dd2e7135000","12","","",
"9540a917-c720-11e1-913c-5cf9dd2e7135000","43","","50.0000",
"9553be0c-c720-11e1-913c-5cf9dd2e7135000","15","1","",
"9576484b-c720-11e1-913c-5cf9dd2e7135000","111","5","60.0000",
"957c2754-c720-11e1-913c-5cf9dd2e7135000","95","16","200.0000",
"95839526-c720-11e1-913c-5cf9dd2e7135000","19","","60.0000",
"958d77e3-c720-11e1-913c-5cf9dd2e7135000","75","4","50.0000",
"9592781d-c720-11e1-913c-5cf9dd2e7135000","27","2","30.0000",
"959d47ff-c720-11e1-913c-5cf9dd2e7135000","138","8","80.0000",
"959e3350-c720-11e1-913c-5cf9dd2e7135000","59","1","30.0000",
"95a53840-c720-11e1-913c-5cf9dd2e7135000","75","","60.0000",
"95a6e887-c720-11e1-913c-5cf9dd2e7135000","21","2","30.0000",
"95d514b5-c720-11e1-913c-5cf9dd2e7135000","424","29","80.0000",
"95d606cd-c720-11e1-913c-5cf9dd2e7135000","144","5","30.0000",
"95d761da-c720-11e1-913c-5cf9dd2e7135000","18","2","50.0000",
"95e0d9f2-c720-11e1-913c-5cf9dd2e7135000","15","1","30.0000",
"960011d1-c183-4db8-ba6b-fdf0fb06faf3000","22","1","",
"960314dd-ef31-495a-befe-1a4f01774241000","105","1","30.0000",
"9606b3a0-c720-11e1-913c-5cf9dd2e7135000","32","1","",
"960d56d1-c720-11e1-913c-5cf9dd2e7135000","169","5","50.0000",
"9613aa32-c720-11e1-913c-5cf9dd2e7135000","427","32","30.0000",
"9614e9b1-c720-11e1-913c-5cf9dd2e7135000","31","","30.0000",
"9622a619-c720-11e1-913c-5cf9dd2e7135000","249","8","30.0000",
"962f3747-c720-11e1-913c-5cf9dd2e7135000","12","","",
"963065ca-c720-11e1-913c-5cf9dd2e7135000","14","","50.0000",
"9637dad4-c720-11e1-913c-5cf9dd2e7135000","28","","",
"9651e8a2-c720-11e1-913c-5cf9dd2e7135000","49","5","10.0000",
"9652cc64-c720-11e1-913c-5cf9dd2e7135000","103","7","20.0000",
"9655e471-c720-11e1-913c-5cf9dd2e7135000","124","6","30.0000",
"9656edcd-c720-11e1-913c-5cf9dd2e7135000","152","26","50.0000",
"9656f8ee-405d-4338-8e50-1b6d8b0a5bbd000","31","3","25.0000",
"9657ddcc-c720-11e1-913c-5cf9dd2e7135000","70","3","100.0000",
"965d257f-c720-11e1-913c-5cf9dd2e7135000","19","1","50.0000",
"96736a0c-c720-11e1-913c-5cf9dd2e7135000","50","","",
"9674701c-c720-11e1-913c-5cf9dd2e7135000","59","10","20.0000",
"9679db9f-c720-11e1-913c-5cf9dd2e7135000","235","33","50.0000",
"968547b8-c720-11e1-913c-5cf9dd2e7135000","39","","25.0000",
"969c2e11-c720-11e1-913c-5cf9dd2e7135000","13","1","150.0000",
"96aa6f1e-c720-11e1-913c-5cf9dd2e7135000","11","","50.0000",
"96b309d8-c720-11e1-913c-5cf9dd2e7135000","154","12","39.0000",
"96b699eb-c720-11e1-913c-5cf9dd2e7135000","71","6","28.0000",
"96b926a4-c720-11e1-913c-5cf9dd2e7135000","291","3","30.0000",
"96c8553a-c720-11e1-913c-5cf9dd2e7135000","543","53","69.0000",
"96cda313-c720-11e1-913c-5cf9dd2e7135000","70","4","80.0000",
"96d29607-f19d-42cf-8c6c-555b50643e0b000","82","12","20.0000",
"96d5ef51-434b-464e-a7ff-7f72d300570c000","18","1","8.0000",
"96dcb213-3461-4f58-afe3-64510da937ac000","11","1","30.0000",
"96f0d3ed-c720-11e1-913c-5cf9dd2e7135000","15","5","50.0000",
"96fe4c02-c720-11e1-913c-5cf9dd2e7135000","23","","20.0000",
"9700e93e-c720-11e1-913c-5cf9dd2e7135000","64","3","280.0000",
"970d3da1-c720-11e1-913c-5cf9dd2e7135000","26","","50.0000",
"972c7809-c720-11e1-913c-5cf9dd2e7135000","26","2","50.0000",
"974b6dcb-1dcd-4212-82a7-a3aff1ee10c4000","153","6","30.0000",
"974c9817-c720-11e1-913c-5cf9dd2e7135000","17","","50.0000",
"974d79cb-c720-11e1-913c-5cf9dd2e7135000","60","","60.0000",
"97643c43-c720-11e1-913c-5cf9dd2e7135000","47","4","60.0000",
"976700af-c720-11e1-913c-5cf9dd2e7135000","27","1","30.0000",
"977374d8-c720-11e1-913c-5cf9dd2e7135000","179","3","30.0000",
"97738976-c720-11e1-913c-5cf9dd2e7135000","21","","80.0000",
"97769849-c720-11e1-913c-5cf9dd2e7135000","214","13","60.0000",
"97815862-c720-11e1-913c-5cf9dd2e7135000","40","","100.0000",
"9781ee1f-c720-11e1-913c-5cf9dd2e7135000","34","1","60.0000",
"97834bb3-c720-11e1-913c-5cf9dd2e7135000","18","4","",
"97907014-c720-11e1-913c-5cf9dd2e7135000","27","2","40.0000",
"97915a56-c720-11e1-913c-5cf9dd2e7135000","101","17","30.0000",
"979ba56f-c720-11e1-913c-5cf9dd2e7135000","898","11","200.0000",
"979c41bd-c720-11e1-913c-5cf9dd2e7135000","12","","40.0000",
"97acb248-c720-11e1-913c-5cf9dd2e7135000","115","7","500.0000",
"97ae46e9-c720-11e1-913c-5cf9dd2e7135000","677","27","100.0000",
"97aed662-c720-11e1-913c-5cf9dd2e7135000","129","16","100.0000",
"9856fa31-f3da-4aad-8051-4efde80ead88000","27","2","25.0000",
"9874b69d-0b83-4c23-a29a-0657fc66672d000","6585","334","200.0000",
"99a5a69f-25ed-4d01-9673-96e920eb1b9d000","35","7","16.0000",
"99ca6f8a-1975-4bf2-a2a8-8319054d6db7000","22","","",
"99dd2a1c-2cdd-4bef-9ef5-bc92f3875566000","298","6","20.0000",
"9a0cb765-7bfc-4268-92eb-0973e666e6dc000","181","4","50.0000",
"9ac19dc1-288e-48ec-8fe0-be148d382074000","45","3","50.0000",
"9af267e3-d6e6-4543-87fc-a9ea09ba469c000","55","","10.0000",
"9b83cdd1-ac35-4266-97db-98076e3cf27a000","12","","30.0000",
"9c0c1555-268c-4830-ad18-d450b5fb7b88000","11","","20.0000",
"9cf9997a-3c9a-4a84-ab69-5a01af7f530e000","28","","20.0000",
"9ed119de-1352-4359-891b-0b46105b395b000","29","","30.0000",
"9f999066-60ff-4679-ac34-44443e30c19d000","24","","50.0000",
"9fa511bf-2fc1-4d9a-86f0-1696c78d7c5f000","96","2","30.0000",
"E0F6926E0AD44E298A1E07C4E145BBC8000","22","","60.0000",
"ED26165FBA765154E040A8C00F0124FE000","78","12","100.0000",
"EDB440F681225790E0400A0AC86438BF000","35","2","40.0000",
"FEC007C4EADE1EF0E040A8C00F012C86000","26","","30.0000",
"FEC007C4EAF91EF0E040A8C00F012C86000","16","","10.0000",
"FEC007C4EC7E1EF0E040A8C00F012C86000","588","25","50.0000",
"FEC007C4F26C1EF0E040A8C00F012C86000","2489","182","60.0000",
"FEC007C4F9781EF0E040A8C00F012C86000","199","21","50.0000",
"FEC007C4FA091EF0E040A8C00F012C86000","217","4","120.0000",
"FEC007C4FCCC1EF0E040A8C00F012C86000","507","8","30.0000",
"FEC007C4FD5B1EF0E040A8C00F012C86000","31","","25.0000",
"FEC007C504D51EF0E040A8C00F012C86000","35","4","50.0000",
"FEC007C506711EF0E040A8C00F012C86000","13","","30.0000",
"a037b525-b009-4973-b0f5-1b8c8dd99821000","23","1","20.0000",
"a03e9b70-7cec-47ea-b49f-4f4af640e989000","15","","",
"a09a84ed-9ffe-4cba-b9de-264060435783000","26","1","30.0000",
"a14e4eb7-220d-4795-85ae-8f3efb182f98000","37","1","",
"a160a757-e1bb-4ef5-afc7-28a216e1929f000","13","","40.0000",
"a210414f-1e32-45af-a348-92dc42d91e5a000","132","5","20.0000",
"a2749633-3983-42f0-8969-7ed2e56f535b000","18","","10.0000",
"a2e375cf-7c38-4b48-aa71-34387076960b000","50","5","100.0000",
"a2eaebd8-62f7-4125-9b44-2e0e082f240e000","61","1","",
"a4503736-9398-4cdf-89c7-c147f5c01b05000","29","","30.0000",
"a453350c-8408-47c7-b916-ca718f04a34f000","25","1","10.0000",
"a5f581b9-69bd-4660-95b5-c7a22a318dac000","56","5","30.0000",
"a6831547-42a2-4c8e-8555-25c8cc907d72000","35","","20.0000",
"a7086e1f-5b8d-457c-b629-b61b384a9a1c000","13","","",
"a78e8dc3-d6f7-4a3e-aa84-0ac797907493000","96","1","5.0000",
"a7bc0d9a-9059-4b91-9044-3366d1e4e54f000","44","","200.0000",
"a951b9b4-e46d-450b-bd01-62b6b9e6b091000","11","1","",
"a9c720bf-0faf-4214-99d0-af9c037af141000","11","","",
"aa3b1256-f6e7-4edc-baba-d8fb3ff4421a000","16","","5.0000",
"aa45d56b-db74-4717-a1dc-d4423ba662fe000","32","","",
"aacea89d-7f81-4d89-abec-6f667acad5d2000","316","12","50.0000",
"ab0a4b6f-ea7b-46bc-91b9-10831b474af3000","12","","",
"abbe309b-dd45-49f7-aa81-73927a4ea36d000","37","","50.0000",
"abc1ffc0-ece0-4030-b94d-2d75fecacea4000","66","4","5.0000",
"ac851b05-df96-45d8-b325-d26efec9654b000","18","","60.0000",
"accf8fd7-6ca8-42c1-b645-18a0673bbd0e000","12","11","0.0000",
"ad9a6daf-d230-4873-a89d-62361387c5b1000","59","1","30.0000",
"ae856f8e-0917-4462-9e90-919419b4a395000","16","1","",
"aeb2f6cb-794e-472a-b56d-ceb50720ad4d000","38","9","100.0000",
"aec68550-075b-4f02-bcca-242e9d1ef919000","4200","163","300.0000",
"af6b411f-0f03-4102-8ce3-b688f9fa3743000","32","1","69.0000",
"afcbeca4-3e67-4b96-801f-0fe9772218f1000","131","3","100.0000",
"affdb7aa-eea7-42c0-bad4-83d8623e8b3a000","66","2","50.0000",
"b0153746-dbd7-4aa6-88c0-8e772bbbfc21000","629","49","200.0000",
"b04cb03d-da8e-49b4-971b-e6d018e496d0000","34","","40.0000",
"b06ca63f-05aa-4612-8784-eaa63812e6c0000","50","","5.0000",
"b0909699-7209-46e3-ab1d-8bfea6cd7721000","14","","",
"b10e6020-9296-4d24-86dc-43600ed7111c000","62","4","60.0000",
"b1ca3242-d818-4828-bc63-b6c7fe2865af000","14","1","",
"b1f849a0-413c-49cc-afe4-66189ac8a4d6000","75","","20.0000",
"b23defe4-976d-4342-9c21-3afeceea2352000","12","","30.0000",
"b3eaa502-3e1a-45a7-a632-65c1df487b05000","47","","",
"b3f52abc-010d-4628-8803-01ed942a7761000","20","2","",
"b3fbb598-3cc0-45ef-953c-f3e9e954a1cd000","63","7","20.0000",
"b4ba9ff2-a3a5-4aef-b647-70be982513a0000","60","2","25.0000",
"b538463b-6b7e-41db-ac05-9bbe71225005000","94","4","20.0000",
"b58c9272-a6c8-4891-b664-88eb91fcdedf000","19","2","30.0000",
"b59cd62a-eaf8-40e2-bd42-3b9c747d9e2f000","26","4","50.0000",
"b5abeff7-5f2e-4300-8e38-400a2c8b4b43000","39","","30.0000",
"b5cd40e4-3b78-4698-a553-28fa73fce41a000","18","","100.0000",
"b5f18f18-074c-4476-87b6-b3a12e55bd14000","51","","30.0000",
"b71480f9-e730-4573-9a30-684fb91b2ab1000","32","1","",
"b733e5d0-46d4-49bd-9296-0286d996bd8c000","11","","",
"b76ea5a6-b9e7-4a14-b407-1d8f6630865d000","1486","94","30.0000",
"b7985965-7d32-4cf4-814f-1db3e97f89a7000","21","","20.0000",
"b8331511-145c-4cd9-949a-42048e722443000","149","4","60.0000",
"b8522430-e584-4f74-bbc3-aeeb2f940471000","1895","197","60.0000",
"b8538f87-eb41-44e6-8fa2-8ebb004e9c24000","29","","",
"b8588d96-f092-4aed-a8ab-dec95a851f26000","15","3","10.0000",
"b98899e7-a784-4b8a-8a29-ae0eef5e45b6000","17","","50.0000",
"ba4a7026-5b07-4204-98fd-23972f950301000","44","","30.0000",
"ba85fb00-41b8-4498-8513-74419222f30a000","79","10","200.0000",
"bac7c09c-e71b-4273-842f-21ee0ca1506e000","42","7","20.0000",
"bad924a0-dd00-4725-b36a-05e5de7b5c98000","33","2","60.0000",
"bb96fdbc-5dd8-4ec1-b25b-ac32a8ba7f04000","186","9","30.0000",
"bba7c522-1b90-443e-90cb-83ad92f0ca64000","284","27","30.0000",
"bc7d714b-68b3-4199-866a-4d2a6b5dbcfb000","41","","30.0000",
"bcd3c707-a34d-47a8-992c-d3fe25b172d9000","443","33","60.0000",
"bcd87029-6624-4466-a2a4-f36d210dc5be000","102","1","30.0000",
"bdcc19b6-25a4-4dec-b08c-9f699f0c3287000","272","10","30.0000",
"bdf6890c-bcd9-428e-8663-c20697471426000","151","6","10.0000",
"be099e63-fa33-4641-a86f-4c700c78204f000","5467","688","60.0000",
"be67d428-275b-4a0d-9ae3-90036280c66b000","70","5","25.0000",
"be93fdbc-32eb-4f9b-af8d-939bcaa31588000","15","","",
"bf10fcda-f1a3-4e3d-903f-29eb4203afdb000","23","5","50.0000",
"bf96096f-3eb0-4cc2-a217-1aadfb85c62b000","47","2","50.0000",
"c005957f-12d2-4e63-8bcd-c7f69eca102e000","31","3","",
"c22cfde3-44ea-4286-86ab-aae0e5c2ac19000","27","","20.0000",
"c2c61779-1379-4605-bbb6-b3ffd945f390000","19","","20.0000",
"c3013acc-7e38-444b-956e-cc91bb85af3d000","24","1","",
"c395e030-46e6-4ecb-9073-d33488961840000","16","1","30.0000",
"c45575fd-5bdf-4643-8053-2fb0d46df2a1000","61","1","30.0000",
"c4f82bee-6d1a-4ca9-9774-d9ccc8f98fa1000","13","","",
"c4f86409-95b1-4a09-8ed9-fb7923b41be4000","46","9","30.0000",
"c54b137f-b025-4830-b078-17c0f995a7f9000","13","","25.0000",
"c5a4613b-ab89-4be7-ad2d-2e9bfa005070000","29","9","0.1000",
"c5af783a-22e4-4f90-8193-104e9494c03b000","25","","50.0000",
"c7139c25-fc6d-43ff-9de7-24a5f46977d2000","39","3","50.0000",
"c7ffe364-7610-45f5-932d-9de68b675988000","14","1","20.0000",
"c8c45ee7-b3ce-4f77-a0fb-10fd6fde37e1000","675","17","20.0000",
"c9308c44-b43c-47ba-a4c8-748bb5565a53000","26","","40.0000",
"c9614e3e-868e-44d8-ba3b-ae709ee8a09a000","11","","",
"ca4d06e5-9876-4fe0-bc30-5891ef0dff3e000","201","2","25.0000",
"cae8a3d9-3fd7-48e5-9796-30e5d5953f39000","531","18","30.0000",
"cb3be4b7-a99e-4842-8168-d50c4beeec1f000","35","1","20.0000",
"cc2b9164-6fd6-4830-b0b0-15d41e2d33b0000","12","","30.0000",
"cc458811-43c5-45a0-b25f-240ddcc2f2a6000","17","","20.0000",
"cc537c27-164a-4794-81be-ebf2f58dd819000","79","4","30.0000",
"cc64fd1d-9fce-49fb-b479-4c6cf31f43c2000","68","3","20.0000",
"cc760c24-5fb6-4edd-8a06-e2543fd84113000","38","1","30.0000",
"cd90f694-c989-4654-bd41-68d4e8920cb2000","17","","10.0000",
"cdc89c6b-ce8f-4604-aacc-5ba8eb42ae31000","27","","10.0000",
"cde84a1b-3fc9-49f1-8e85-e7b138c765ed000","35","","20.0000",
"ce4b9870-d882-4bd2-ba7f-fc8daaef52ac000","189","6","120.0000",
"ce57f0c1-2323-42fb-9b77-d3bf4e0f8ca5000","15","","15.0000",
"ce78f221-b525-415e-81ae-25033c054bba000","39","8","300.0000",
"cec3cd2f-d2e8-4830-8435-6bf3ab48c23a000","766","33","20.0000",
"cf678f4b-a532-4b94-8e52-49910f004723000","945","12","22.0000",
"cf7ae543-f662-438c-b0b3-b48dc0d111c2000","26","1","30.0000",
"cfa1138f-4ee7-470c-b0e4-3c78dff743b3000","188","2","",
"cfc50a10-0a55-4693-980a-4255a338f8ed000","27","","8.0000",
"cfd91091-412c-4286-a534-95b0de8ee249000","2501","61","100.0000",
"d2559ac7-bd6e-4eff-afc9-7e4c529ab4ed000","71","1","30.0000",
"d29c8853-ed8b-4f84-b706-3f8cb3e3e8cb000","4480","494","100.0000",
"d37782c1-3699-4c3f-a1f3-9dc7281fa9ac000","88","2","30.0000",
"d4019272-2531-4c91-95a6-ef44abbc3c2c000","403","2","100.0000",
"d40979d4-b780-4b9c-a981-4cfababfed0f000","192","10","100.0000",
"d47bf5df-ab77-4e53-9f6c-f3be8ebe01fc000","54","1","20.0000",
"d4a95141-7445-4480-8075-d584e72ca829000","32","1","20.0000",
"d52a5eef-3204-4709-8dc9-7f89b8af3e87000","24","1","20.0000",
"d58874e6-8214-4c19-b61a-725706900ac6000","17","","5.0000",
"d5fa66e7-5879-4593-b111-5f809fba083b000","26","1","30.0000",
"d603948e-f843-4900-ba6d-1f5e816da724000","206","6","60.0000",
"d6078d45-6989-4011-a29f-5e8d8ba337c1000","42","9","28.0000",
"d6ab3e89-5d94-462d-b7c5-6871374b8430000","370","19","200.0000",
"d775b0d8-4273-4803-b13d-3b8d03a49d4b000","90","7","30.0000",
"d7b44d0b-4e26-4652-ac2f-22fee053bc5a000","21","","",
"d7cf59fc-4bcd-4cc0-ac0b-4bbafc95996a000","11","","",
"d824d4e9-3104-4738-a9ec-f93952c954ad000","11","","15.0000",
"d8b275c1-cb83-436d-8b31-8151a3e2c58d000","20","","60.0000",
"d8d8f36c-b8d7-4b94-9f8b-d56762f6e206000","30","8","20.0000",
"d954cf26-0e86-4776-ae05-dba10679eac4000","30","","60.0000",
"d9b4dc7d-506a-4506-b755-0ee161ed6725000","243","22","300.0000",
"dab7dea9-47db-4dc6-af86-10ba4af4146c000","132","6","30.0000",
"db929883-1d3c-48b0-831a-3fa0dabfa207000","61","","30.0000",
"dbf80167-b41b-49fe-9347-40c810fadd03000","19","1","20.0000",
"dc59c763-849c-41f4-afab-4ba5d3556ee3000","31","3","30.0000",
"dd6d41e1-e4e6-4fbc-91a7-02d6dbea58d6000","14","","",
"dde62a0d-4c4b-43b6-b013-e576b381921e000","16","","",
"deaa84c1-b5b7-4461-b449-dbc2168fe992000","228","34","30.0000",
"df409b9d-6664-42f1-868a-b2ff4b0501f2000","20","","",
"df48e637-6909-4c42-9b1b-58ced7c12dfa000","44","5","5.0000",
"e07e4993-1827-41f4-82d4-c18e6d707248000","30","1","150.0000",
"e0cb7ac7-51b9-40c6-8328-9f5126023dc1000","105","1","30.0000",
"e0feea51-53ca-488c-8054-80c9b0aeb9a4000","43","3","30.0000",
"e1e0a81b-87e7-4d49-ba99-0baad347ef70000","22","2","15.0000",
"e2034517-c861-40a3-927f-b827cd89219f000","23","1","50.0000",
"e2355fa2-da99-4a54-a5f6-e365798a18de000","14","","25.0000",
"e288e97c-9f8b-417e-b8eb-f5b6f4dcde52000","28","1","20.0000",
"e35f0c27-ab73-4ba4-bfb6-77c1469a1971000","16","2","20.0000",
"e36e2eaf-91cf-44f2-abd3-3466710f9c98000","11","1","",
"e3f74163-62f4-4cc9-82d7-ebeb0cdab5f3000","70","3","25.0000",
"e48cf4b4-1440-425a-8441-c1eda7a4bfc4000","12","2","20.0000",
"e50c4ccc-a7f1-409a-b69a-1f242155ff7a000","20","","",
"e547b3f5-2603-47c5-8b8d-39ddf216668f000","644","14","20.0000",
"e5767701-d2ce-433d-9119-1520b9010907000","4414","145","100.0000",
"e57f9e34-89a0-4859-92e7-af2b8324f8de000","44","1","116.0000",
"e6450503-7238-48c4-b730-c2ea4efaefbc000","366","17","100.0000",
"e78f028b-f493-4554-936b-4eaadc184465000","11","","5.0000",
"e7e28e32-6f40-4b0c-b8ea-16ff04e548ad000","28","","30.0000",
"e8a7003e-d4a8-48ec-a986-e279bec8b695000","15","","",
"ea3c66be-7af3-4cb1-8405-c7a1654a563c000","23","","20.0000",
"eb21bfe9-e464-4c59-8220-dafda0ba42b1000","18","","",
"eb5885c9-669e-47b7-9764-72bcd1a1d6d8000","20","","",
"ec2f44e8-f747-404f-bb75-ad1d2487783b000","22","","60.0000",
"ecb44f99-227b-4fab-91f3-f91b0c63fbd6000","56","2","50.0000",
"ecf9b05f-d626-43bd-bf72-b7d9cded1791000","41","2","30.0000",
"ed79df3e-80d8-42c9-8780-11d0effe9ce0000","5037","471","120.0000",
"ee32b438-45ac-4f13-9dd6-dfea31c7b0a7000","37","","30.0000",
"ef2b7381-8c78-4ab1-a847-5db0b81abb29000","15","","5.0000",
"ef426728-3f6e-4d4c-a242-8eaf17d11b6c000","53","2","30.0000",
"ef664294-64ca-4ba3-9105-22c4d9a682fa000","38","4","10.0000",
"efd9dbe2-c5a0-4392-83f1-9c85b44b79b5000","65","3","22.0000",
"f16f8928-b166-4df9-882f-d1bc913574a8000","43","1","50.0000",
"f1df45f9-5477-46b6-8342-778cf3b99736000","26","","20.0000",
"f2f61a14-f667-4017-9f4b-e3d69e8ffaaa000","37","","20.0000",
"f3587f51-f90c-4681-becf-1909f7eb8de2000","484","15","20.0000",
"f46a7460-d95b-4f5c-976d-abde3485cf70000","139","7","60.0000",
"f4869568-cc01-4a96-9b50-c001404e3042000","42","","",
"f50a52d0-4b73-4cb1-b202-9f64d6fc19e1000","52","6","20.0000",
"f53067bf-068d-484e-acc6-21e06f14592e000","238","6","20.0000",
"f53e45ef-1a83-4b98-901e-aeb61e7eee24000","17","1","30.0000",
"f543375d-f6ca-4fac-8319-9456bcc6a783000","25","1","30.0000",
"f60faa75-a5e8-43a9-89ad-07aef81026d7000","1784","51","50.0000",
"f677fd76-f90b-4c05-96b8-b6889860619d000","20","1","29.0000",
"f6908a57-e89b-40a7-b927-c6a62c049b61000","18","","20.0000",
"f81191e1-1795-4a8f-b9f4-ce2715edbd17000","62","5","40.0000",
"f8d3c14e-5416-4ce7-b962-9e74333aa573000","18","2","10.0000",
"f947568f-f0f7-4ec5-9d62-a400a8e85156000","65","","80.0000",
"f99aa593-9fac-433d-96ad-4dc77f9be922000","104","4","30.0000",
"fa31757a-ccec-477c-9ece-20b553198021000","917","53","30.0000",
"fa6c982c-2983-4adb-82db-d7d4780efafe000","11","1","30.0000",
"fbfe940e-469b-43d0-941b-48eae42c8800000","16","","",
"fd2fa5c9-5df7-4870-b6b6-c8512e69bb14000","1159","34","300.0000",
"fe1da3b7-db43-4138-84a5-666c8d0d789b000","81","","",
"fe264715-befa-4dd8-b27a-d0de7140b41d000","522","27","39.0000",
"ffc5b58c-429c-45b5-b353-cd8121f89c66000","28","1","30.0000",
"00F283537A99BA0AE050A8C00F017471000","19","","30.0000",
"03d152af-51b2-4755-adbf-19eb8f8d1397000","46","","50.0000",
"05E6A3A558A4337AE0530F01A8C015FC000","40","2","20.0000",
"05E6A3A59BC8337AE0530F01A8C015FC000","71","1","",
"05de90be-5c6b-40f7-af73-5bd22889a1a0000","56","1","25.0000",
"0608f7c3-95b9-423b-80c7-f6a7cd94a8a4000","13","1","30.0000",
"0636a32e-8c3f-4c65-b23c-19f4e51fda34000","2992","218","49.0000",
"0686621d-e740-4a02-b853-aa8fd050a5cb000","376","6","39.0000",
"06b5ebf3-f26e-46cd-9732-8a13d2d7ed3f000","793","95","200.0000",
"06bd9285-244c-4668-a58d-8850cc3220df000","42","","60.0000",
"070148cf-c3ef-4807-a0e7-4ecb7d922fb6000","273","12","30.0000",
"072eb682-6572-4ba3-8f9d-109bda32a06b000","23","","60.0000",
"08C006A094CEFA88E0500A0AC8641E3E000","36","1","20.0000",
"08bacba3-2818-44aa-9de1-03cec3d1d2a7000","11","1","20.0000",
"09147b94-f096-434b-9715-6f78628f3a00000","373","9","50.0000",
"09471e79-6be1-4815-94ce-53c4e9ee4ed5000","29","1","20.0000",
"09b33aed-f761-4d0d-a91d-d0b10cacac39000","18","","",
"0a344dc3-4502-4d7b-b912-0d8aada76e4a000","175","11","150.0000",
"0b2ebb98-17de-4404-a9cd-8fea925e24e7000","16","","10.0000",
"0b9c2502-f84f-4dc2-8a99-e020c4cf90e5000","25","1","30.0000",
"0c6a3ad1-91ce-4704-8a04-95f558236716000","20","","15.0000",
"0cbf2f90-f764-42aa-9349-121c06f9ee20000","77","1","20.0000",
"0d2e0f69-2b1b-4e2b-b16f-32da66bbb8b8000","51","","20.0000",
"0deb8519-9069-43a0-bb44-e61a25c5554a000","16","","25.0000",
"0e2780c3-b1ab-41b5-8fc7-289b6e5b3649000","11","1","50.0000",
"0f3cc702-a8cb-4436-bb75-c5b74860f08c000","23","","30.0000",
"0f50ac70-b7bb-4624-a3a3-0d5ff01eec93000","11","","20.0000",
"0f6d75c0-1d30-4cc0-996d-19f5edf1d3ca000","803","83","120.0000",
"104c6f56-7158-44af-937b-f32126bae414000","37","1","100.0000",
"106cf059-04a6-4b37-91db-d6d8cf8176d7000","18","","20.0000",
"11111141-8cf0-4ec4-b52a-5e950cdc2b68000","31","5","",
"118fedd1-4412-4a78-a22e-1b715fc13e64000","16","3","",
"12267011-3f56-49fe-830c-6aabaeee48d8000","289","7","20.0000",
"126708511246457000","6948","719","350.0000",
"131054875368809000","3751","257","100.0000",
"1312da49-137a-4536-9cd7-5ba2e31d0171000","44","3","",
"137237107753946000","163","6","120.0000",
"137237108282437000","73","3","60.0000",
"137237108866490000","102","4","20.0000",
"138181403446330000","216","4","60.0000",
"138677262436412000","201","10","200.0000",
"138716592043752000","66","2","50.0000",
"139357505468690000","77","1","500.0000",
"142131660282531000","18","","20.0000",
"142899443819249000","89","2","15.0000",
"14366660-fd7f-4f54-ab82-16b68709ce24000","40","5","60.0000",
"149197233988885000","1866","97","100.0000",
"14b12aa1-970c-432a-b239-74016d3db467000","34","1","30.0000",
"14d7512f-b3d1-405c-8bce-75bbd5ddd1f3000","154","2","100.0000",
"1796fe36-683d-4e8d-990f-323e3f8ac985000","17","1","",
"17c1c72b-990f-49b9-8fbe-6a4744da1ee1000","102","4","50.0000",
"181e0208-9180-49c4-8665-6abc607cd462000","21","","",
"183afff2-9999-4547-9a3f-53fc0d3a4a9b000","27","","20.0000",
"18693078-2089-4170-b862-ba186c134952000","96","","50.0000",
"197391ad-88a5-4341-8461-08cf931171d5000","269","6","128.0000",
"1989fd18-4c12-4cd3-b373-76b322bd756b000","28","4","30.0000",
"19a6816e-d6d2-472b-8f5a-adc29796e2d5000","22","","10.0000",
"19deebf3-3f36-4c2c-8a35-8ca72e16fb2b000","25","","",
"1a90231e-6f06-402c-be04-df8538af1b5c000","43","2","20.0000",
"1a9d3f5b-8236-430b-ac40-e206059f1115000","24","","10.0000",
"1b0b5898-cecf-402e-a608-27c9663444ae000","121","3","100.0000",
"1b333f9c-50a0-40c8-82ec-ffee4d487dc2000","1790","63","99.0000",
"1b94b47a-ace4-41fc-9f6b-a301696e986b000","25","","30.0000",
"1bcd6092-2e09-4600-b7cd-ea6045165d16000","57","","",
"1bf2d2a7-80a1-4f5d-b54c-d674ca73238e000","35","1","",
"1c3a8550-a2f4-4a0b-8610-757295dda0c9000","1372","127","60.0000",
"1c4153fa-e160-4a3c-a55c-3f8f4bb58090000","32","3","",
"1cf1a20f-771f-444f-81dd-3f74680db172000","44","","100.0000",
"1d6267fa-ef4d-42c0-a29f-9bfb30f0241d000","36","4","25.0000",
"1e1dbd63-248b-4c51-a5fd-c2961fb05fcd000","23","","",
"1e1f9516-bc4a-4128-b496-73fc0f427d28000","66","1","20.0000",
"1e4b6409-8ece-4465-a6a0-14141624d15e000","28","","",
"1e5199cc-e219-43b7-bc16-e8a8bad6185e000","32","1","20.0000",
"1e6570de-9741-4cf6-a1ec-f24f14a4e83d000","55","","25.0000",
